city,date,time_ampm,temperature_c,humidity_percent,conditions,wind_speed_kmh
Okara,2025-11-05,11:00 PM,16.8,50,Clear sky,5.0
Okara,2025-11-06,12:00 AM,15.8,53,Clear sky,5.0
Okara,2025-11-10,06:00 PM,21.3,52,Clear sky,4.2
