city,date,time_ampm,temperature_c,humidity_percent,conditions,wind_speed_kmh
Sahiwal,2025-11-05,11:00 PM,17.1,49,Clear sky,4.1
Sahiwal,2025-11-06,12:00 AM,16.5,51,Clear sky,4.7
Sahiwal,2025-11-10,06:00 PM,20.5,55,Clear sky,4.6
